Inventory Id,Category,Project,Relative Path,Absolute Path,Line,Current Match,Current Token,Token Kind,Current State,Decision,Proposed Material Icon,Migration Status,Owner Subbundle,Validation Notes
ICON-219,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/CanvasAdapters/ProjectStructureValidationOverlay.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\CanvasAdapters\ProjectStructureValidationOverlay.cs,48,"Icon = ""!"",",!,raw glyph or text icon,Token source or pass-through icon assignment needs mapping review.,Mapped,priority_high,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-220,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.CreateCatalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.CreateCatalog.cs,33,"Icon = action.Icon,",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,"05 Workbench, canvas, and closure validation",Expression-based icon source now renders through the shared Material icon component.
ICON-221,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.NodeEditing.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.NodeEditing.cs,242,"Icon = ""draw"",",draw,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,draw,Completed,"05 Workbench, canvas, and closure validation",Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-222,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor,148,"ResolveAttachmentDisplayName=""ResolveAttachmentDisplayName""",ResolveAttachmentDisplayName,expression or mixed token,Token source or pass-through icon assignment needs mapping review.,Exclude,,Excluded - false positive,"05 Workbench, canvas, and closure validation",False positive from method identifier text; no icon migration required.
ICON-223,"fontawesome-renderer, icon-css-coupling",CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor.css,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor.css,109,".project-structure-page ::deep .cw-floating-window[data-testid=""project-structure-toolbox-window""] .cw-floating-window__action .rz-fa-icon,",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-224,icon-css-coupling,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor.css,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor.css,110,".project-structure-page ::deep .cw-floating-window[data-testid=""project-structure-toolbox-window""] .cw-floating-window__action .rz-icon-fallback {",,none,Styles are coupled to legacy icon classes or raw glyph wrappers.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-225,"fontawesome-renderer, icon-css-coupling",CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor.css,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor.css,213,".project-structure-toolbox__section-toggle-icon .rz-fa-icon,",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-226,icon-css-coupling,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor.css,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor.css,214,.project-structure-toolbox__section-toggle-icon .rz-icon-fallback {,,none,Styles are coupled to legacy icon classes or raw glyph wrappers.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-227,"fontawesome-renderer, icon-css-coupling",CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor.css,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor.css,229,".project-structure-toolbox .cw-context-toolbox__item-icon .rz-fa-icon,",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-228,icon-css-coupling,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor.css,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor.css,230,.project-structure-toolbox .cw-context-toolbox__item-icon .rz-icon-fallback {,,none,Styles are coupled to legacy icon classes or raw glyph wrappers.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-229,"fontawesome-renderer, icon-css-coupling",CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor.css,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor.css,427,".project-structure-node-action__icon .rz-fa-icon,",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-230,icon-css-coupling,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructurePage.razor.css,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructurePage.razor.css,428,.project-structure-node-action__icon .rz-icon-fallback {,,none,Styles are coupled to legacy icon classes or raw glyph wrappers.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-231,"icon-component-usage, icon-token-assignment",CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructureSelectionPanel.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructureSelectionPanel.razor,273,"<Icon Name=""@action.Icon"" />",@action.Icon,dynamic expression,Shared Icon component call site needs token review after foundation change.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-232,"icon-component-usage, icon-token-assignment",CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/ProjectStructureSelectionPanel.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectStructureSelectionPanel.razor,326,"<Icon Name=""expand_more"" />",expand_more,named token,Shared Icon component call site needs token review after foundation change.,Mapped,expand_more,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-233,"icon-component-usage, icon-token-assignment",CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/Components/ProjectStructure/ProjectStructureCanvasDialogs.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\Components\ProjectStructure\ProjectStructureCanvasDialogs.razor,102,"<Icon Name=""@action.Icon"" />",@action.Icon,dynamic expression,Shared Icon component call site needs token review after foundation change.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-234,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/Components/ProjectStructure/ProjectStructureSupportPanels.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\Components\ProjectStructure\ProjectStructureSupportPanels.razor,68,"Icon = ResolveOutlineIcon(node),",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,"05 Workbench, canvas, and closure validation",Expression-based icon source now renders through the shared Material icon component.
ICON-235,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/Components/ProjectStructure/ProjectStructureToolboxWindow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\Components\ProjectStructure\ProjectStructureToolboxWindow.razor,123,"Icon = group.Actions.FirstOrDefault()?.Icon ?? ""folder"",",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,"05 Workbench, canvas, and closure validation",Expression-based icon source now renders through the shared Material icon component.
ICON-236,icon-token-assignment,CanDoItAll.Modules.Workbench,src/CanDoItAll.Modules.Workbench/Pages/Components/ProjectStructure/ProjectStructureToolboxWindow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\Components\ProjectStructure\ProjectStructureToolboxWindow.razor,135,"Icon = action.Icon,",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,"05 Workbench, canvas, and closure validation",Expression-based icon source now renders through the shared Material icon component.
ICON-237,external-icon-asset,CanDoItAll.Web,src/CanDoItAll.Web/Components/App.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\App.razor,11,"href=""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.7.2/css/all.min.css""",,none,Remote Font Awesome stylesheet still linked.,Map to local asset,MaterialIcons-Regular.ttf,Completed,02 Local Material Icons foundation and shared renderer conversion,Local Material Icons font and stylesheet are now hosted in BaseLib.
ICON-238,icon-token-assignment,CanDoItAll.Web,src/CanDoItAll.Web/Components/Layout/MainLayout.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Layout\MainLayout.razor,88,"ComponentName=""@tuningSurface.ComponentName""",@tuningSurface.ComponentName,dynamic expression,Token source or pass-through icon assignment needs mapping review.,Exclude,,Excluded - false positive,04 Non-canvas app and module icon adoption,False positive from tuning component-name parameter; no icon token migration required.
ICON-239,raw-icon-markup,CanDoItAll.Web,src/CanDoItAll.Web/Components/Layout/MainLayout.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Layout\MainLayout.razor,255,"<span class=""dismiss"">x</span>",x,raw glyph or text icon,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,close,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
